DBInstanceIdentifier|DBName|AvailabilityZone|Engine|DBInstanceClass|Endpoint|VpcId|subnet|Launch_Time|acc_id|Owner|CostCenter|ClarityID|APPType|Environment|BillingContact|InstanceState|BackupID|SchedulerID|TerminationDate|ExceptionList|ChargeID|BackupDR
artifacf1dev01|artifacf1dev01|eu-west-1a|postgres|db.r6g.large|artifacf1dev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-10-11 15:42:58|866919043554|Technology and Infrastructure Service|1-42165.1.01|046374|Amazon RDS PostgreSQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|null|null|NOT_REQUESTED
artifactoryprod|artifactoryprod|eu-west-1b|postgres|db.r6g.large|artifactoryprod.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-04-02 03:21:16|866919043554|Technology Architecture and Digital|I430002123|046374|Amazon RDS PostgreSQL|PRD|PEREZIS1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
artifactoryprod-old|artifactoryprod|eu-west-1a|postgres|db.r6g.large|artifactoryprod-old.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2020-05-05 14:32:24|866919043554|Technology Architecture and Digital|1-41460.2|045879|Amazon RDS PostgreSQL|PRD|REIDSH1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
arvf1dev01|ARVF1DEV01|eu-west-1a|mysql|db.m6g.large|arvf1dev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-07-28 06:36:01|866919043554|Technology Architecture and Digital|1-42165.1.01|051999|Amazon RDS MySQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
auroramysqlpoc-instance-1|n/a|eu-west-1c|aurora-mysql|db.t4g.medium|auroramysqlpoc-instance-1.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-04-30 13:57:53|866919043554|TAD|8A05|032272|amazon elastic compute cloud/centrify|DEV|VADLUPA2|null|null|null|null|null|null|null
aurorapostgresdryrun-instance-1|aurorapostgresdryrun|eu-west-1b|aurora-postgresql|db.t3.medium|aurorapostgresdryrun-instance-1.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-06-05 10:34:19|866919043554|TAD|8A05|032272|Amazon Elastic Compute Cloud/CentrifyY|DEV|VADLUPA2|null|EBS-NVS-D-35_GMT|null|null|null|null|null
authentifielddev|AUTHENTIFIELDDev|eu-west-1b|postgres|db.t3.small|authentifielddev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-05-18 10:09:18|866919043554|Technology and Infrastructure Service|WBS 1-42364.1.01|050952|Amazon RDS PostgreSQL|DEV|SEBGOTH2|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
avexisf1dev01|avexisf1dev01|eu-west-1a|postgres|db.t3.large|avexisf1dev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2020-11-12 19:35:12|866919043554|Technology Architecture and Digital|1-41460.2|045879|Amazon RDS PostgreSQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
awsproton2024dev|PRO24DEV|eu-west-1b|oracle-se2|db.m5.xlarge|awsproton2024dev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-08-01 19:52:02|866919043554|Technology and Infrastructure Service|868251|044382|Amazon RDS Oracle|DEV|MOHAMKA9|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|null
cafdbf1dev01-instance-1|cafdbf1dev01|eu-west-1a|aurora-mysql|db.r6g.xlarge|cafdbf1dev01-instance-1.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-07-07 17:54:09|866919043554|Technology Architecture and Digital|I430001933|050759|Amazon RDS Aurora MySQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
cafdbf1dev01-instance-1-eu-west-1b|cafdbf1dev01|eu-west-1b|aurora-mysql|db.r6g.2xlarge|cafdbf1dev01-instance-1-eu-west-1b.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-07-07 17:58:45|866919043554|Technology Architecture and Digital|I430001933|050759|Amazon RDS Aurora MySQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
cirfdev01|cirfprod01|eu-west-1b|mariadb|db.t3.large|cirfdev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-07-30 12:39:02|866919043554|TechOps / QA IT|IO:430000246|045385|Amazon RDS MariaDB|DEV|KULESSZ1|null|null|NOT_REQUESTED|null|null|null|RDS-NVS02-H12-01_GMT
cmmsdev|n/a|eu-west-1a|sqlserver-se|db.m5.large|cmmsdev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-07-11 07:51:38|866919043554|TIS|1-43999.1.01|045831|RDS|DEV|TOWERGR1|null|EBS-NVS-D-35_GMT|null|null|null|IES-ALL|null
codexisd|CODEXISD|eu-west-1a|oracle-se2|db.m5.4xlarge|codexisd.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2020-04-05 19:26:36|866919043554|Development IT          |400000559|045187|Amazon RDS Oracle|DEV|CENTEJO2|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
csiapp01|CSIAPP01|eu-west-1c|postgres|db.m6g.xlarge|csiapp01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-11-18 13:32:58|866919043554|GDD/GDO - Clinical Trail Management |W1-42882.1.01|053283|Amazon RDS PostgreSQL|DEV|ACCH1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
dataanonymizationdev01|n/a|eu-west-1b|sqlserver-se|db.m4.xlarge|dataanonymizationdev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2020-09-25 17:48:22|866919043554|Development IT |840038|050290|Amazon RDS MS SQL|DEV|BHAGWSH4|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
databricksdev01|databricksdev01|eu-west-1b|postgres|db.m6g.4xlarge|databricksdev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2019-11-25 21:53:49|866919043554|Technology Architecture and Digital|1-41460.2|045879|Amazon RDS PostgreSQL|DEV|REIDSH1|null|NA|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
databricksdev02|databricksdev02|eu-west-1b|aurora-mysql|db.t3.medium|databricksdev02.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2019-11-27 09:26:24|866919043554|Technology Architecture and Digital|1-41460.2|045879|Amazon RDS Aurora MySQL|DEV|REIDSH1|null|NA|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
databricksf1devopsdev01|databricksf1devopsdev01|eu-west-1b|aurora-mysql|db.r6g.4xlarge|databricksf1devopsdev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2019-12-06 05:56:31|866919043554|Technology Architecture and Digital|1-41460.2|050239|Amazon RDS Aurora MySQL|DEV|REIDSH1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
databricksf1devopsdev01-reader|databricksf1devopsdev01|eu-west-1b|aurora-mysql|db.r6g.4xlarge|databricksf1devopsdev01-reader.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2023-09-21 13:43:41|866919043554|Technology Architecture and Digital|1-41460.2|050239|Amazon RDS Aurora MySQL|DEV|REIDSH1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
databricksf1devopsdev01-restore|databricksf1devopsdev01|eu-west-1a|aurora-mysql|db.r6g.large|databricksf1devopsdev01-restore.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2020-04-02 08:27:42|866919043554|Technology Architecture and Digital|1-41460.2|050239|Amazon RDS Aurora MySQL|DEV|REIDSH1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
dbengdev|DBENGPDB|eu-west-1b|oracle-se2-cdb|db.m5.xlarge|dbengdev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2023-10-05 07:54:03|866919043554|Technology Architecture and Digital|8A05|032272|Amazon RDS Oracle|DEV|VADLUPA2|null|null|null|null|null|null|null
dbenggsqlserverdms|n/a|eu-west-1b|sqlserver-se|db.m5.large|dbenggsqlserverdms.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-02-27 10:50:22|866919043554|TIS|null|032272|Amazon RDS SQL Server|DEV|DIVOUDE1/WIDERRA1|null|null|null|null|null|null|null
dbenggssc|ORCL|eu-west-1a|oracle-se2|db.t3.medium|dbenggssc.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-04-21 18:47:37|866919043554|TAD|8A05|032272|Amazon Elastic Compute Cloud/CentrifyY|DEV|VADLUPA2|null|null|null|null|null|null|null
dbreldev|RDSREL|eu-west-1a|oracle-se2|db.m5.2xlarge|dbreldev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-07-29 16:42:10|866919043554|Technology and Infrastructure Service|W1-44381.1.02|061209|Amazon Elastic Compute Cloud/CentrifyY|DEV|SINGHJY1|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|null
ddhubdev|n/a|eu-west-1b|sqlserver-se|db.m5.xlarge|ddhubdev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-01-10 15:05:20|866919043554|Technology and Infrastructure Service|1-43999.1.01|030193|Amazon RDS SQL Server|DEV|BORADE2|null|EBS-NVS-D-35_GMT|null|null|null|IES-ALL|null
desiref1dev02|desiref1dev01|eu-west-1b|aurora-mysql|db.r6g.xlarge|desiref1dev02.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-11-22 10:25:11|866919043554|Technology Architecture and Digital|1-42165.1.01|045879|Amazon RDS Aurora MySQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
dhmcoredev01|dhmcoredev01|eu-west-1a|aurora-mysql|db.r6g.large|dhmcoredev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2019-02-09 11:01:35|866919043554|Commercial IT|1-42165.1.01|045879|Amazon RDS Aurora MySQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|null|null|NOT_REQUESTED
dhmcoredev02|dhmcoredev01|eu-west-1a|aurora-mysql|db.r6g.large|dhmcoredev02.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2019-06-18 22:54:47|866919043554|Commercial IT|I410001343|045453|Amazon RDS Aurora MySQL|DEV|BABICGA1|null|null|NOT_REQUESTED|null|null|null|NOT_REQUESTED
dhmcoressdev01|dhmcoressdev01|eu-west-1b|aurora-mysql|db.r6g.large|dhmcoressdev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2019-07-31 06:10:06|866919043554|Commercial IT|I410001343|045453|Amazon RDS Aurora MySQL|DEV|BABICGA1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
dragentf1dev01|dragentf1dev01|eu-west-1b|postgres|db.r6g.2xlarge|dragentf1dev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-01-04 09:25:54|866919043554|Technology Architecture and Digital|1-41460.2|050238|Amazon RDS PostgreSQL|DEV|DENGFA3|null|NA|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
dynamof1dev01-clone|Dynamof1dev01|eu-west-1b|aurora-mysql|db.r6g.xlarge|dynamof1dev01-clone.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-06-08 03:01:19|866919043554|Development IT|1-41402.1.01|050232|Amazon RDS Aurora MySQL|DEV|RADODA1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
dynamof1dev01-instance-1|Dynamof1dev01|eu-west-1b|aurora-mysql|db.r6g.xlarge|dynamof1dev01-instance-1.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-07-12 12:24:45|866919043554|Development IT|1-41402.1.01|050232|Amazon RDS Aurora MySQL|DEV|RADODA1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
ebxawsalb|n/a|eu-west-1a|sqlserver-se|db.m5.xlarge|ebxawsalb.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2023-10-13 04:47:00|866919043554|TAD|1-42165.1.01|045879|Amazon RDS SQL Server|DEV|SUNDASH6|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|null
ebxdev03|EBXDEV03|eu-west-1a|oracle-ee|db.r5.xlarge|ebxdev03.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-10-21 15:09:39|866919043554|Technology and Infrastructure Service|1-42165.1.01|053062|Amazon RDS Oracle|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
ebxdev04|EBXDEV04|eu-west-1a|oracle-ee|db.r5.xlarge|ebxdev04.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-12-22 16:37:21|866919043554|Technology and Infrastructure Service|I440000082|053741|Amazon RDS Oracle|DEV|RAJAMRA1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
edpjfrogsbx01|edpjfrogsbx01|eu-west-1b|postgres|db.m6g.large|edpjfrogsbx01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-07-08 19:24:57|866919043554|Technology Architecture and Digital|I430002123|046374|Amazon RDS PostgreSQL|DEV|PEREZIS1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
edpsonarqubesbx01|edpsonarqubesbx01|eu-west-1b|postgres|db.m6g.large|edpsonarqubesbx01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-07-14 15:07:51|866919043554|TAD|I430002123|046374|Amazon RDS PostgreSQL|DEV|PEREZIS1|null|null|NOT_REQUESTED|null|null|null|NOT_REQUESTED
eicdev|eicdev|eu-west-1a|postgres|db.t3.small|eicdev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-06-25 17:49:44|866919043554|SAP LDC|null|053181|Amazon Elastic Compute Cloud/CentrifyY|DEV|ADIDACH1|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|null
enteprisejiradctraining01-instance-1|n/a|eu-west-1a|aurora-postgresql|db.t3.medium|enteprisejiradctraining01-instance-1.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-01-26 14:41:03|866919043554|Development IT|868251|050336|Amazon Aurora PostgreSQL|DEV|VERMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
enteprisejiratrainingeazybi01|enteprisejiratrainingeazybi01|eu-west-1a|postgres|db.m6g.large|enteprisejiratrainingeazybi01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-01-03 13:28:25|866919043554|DIT|868251|050336|Amazon RDS PostgreSQL|DEV|VARMAVE1|null|EBS-NVS-D-35_GMT|NOT_REQUESTED|NA|NOT_APPLICABLE|null|NOT_REQUESTED
etpf1dev01|etpf1dev01|eu-west-1b|aurora-mysql|db.r6g.xlarge|etpf1dev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2020-12-24 10:57:41|866919043554|TAD|430001482|050235|Amazon RDS MSSQL|DEV|SINGHTH2|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
etpf1dev01test|etpf1dev01|eu-west-1a|aurora-mysql|db.r6g.xlarge|etpf1dev01test.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-04-13 13:28:54|866919043554|TAD|1-41460.2|050235|Amazon RDS Aurora MySql|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1aiiedev01-instance-1|f1aiiedev01|eu-west-1a|aurora-postgresql|db.t3.medium|f1aiiedev01-instance-1.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-06-21 13:46:12|866919043554|Technology Architecture and Digital|1-42165.1.01|050632|Amazon RDS Aurora PostgreSQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|EXC_NVS-RDS-EXC036_NA_RITM5805355_20240507|null|NOT_REQUESTED
f1aiiedev01-instance-1-eu-west-1b|f1aiiedev01|eu-west-1b|aurora-postgresql|db.t3.medium|f1aiiedev01-instance-1-eu-west-1b.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-06-21 13:51:02|866919043554|Technology Architecture and Digital|1-42165.1.01|050632|Amazon RDS Aurora PostgreSQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|EXC_NVS-RDS-EXC036_NA_RITM5805355_20240507|null|NOT_REQUESTED
f1airflowcontainerdev01db|f1airflowcontainerdev01DB|eu-west-1b|postgres|db.r6g.2xlarge|f1airflowcontainerdev01db.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-01-05 09:49:23|866919043554|Technology Architecture and Digital|1-42165.1.01|045879|Amazon RDS PostgreSQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1airflowcontainerdev01db-e2euairflow234dev|f1airflowcontainerdev01DB|eu-west-1c|postgres|db.r6g.2xlarge|f1airflowcontainerdev01db-e2euairflow234dev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-04-12 10:39:56|866919043554|Technology Architecture and Digital|1-42165.1.01|045879|Amazon RDS PostgreSQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1airflowcontainerdev01db-f1airflow234|f1airflowcontainerdev01DB|eu-west-1b|postgres|db.r6g.2xlarge|f1airflowcontainerdev01db-f1airflow234.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-03-20 13:22:48|866919043554|Technology Architecture and Digital|1-42165.1.01|045879|Amazon RDS PostgreSQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1airflowcontainerdev01db-f1airfloweue2|f1airflowcontainerdev01DB|eu-west-1c|postgres|db.r6g.2xlarge|f1airflowcontainerdev01db-f1airfloweue2.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-04-12 10:39:53|866919043554|Technology Architecture and Digital|1-42165.1.01|045879|Amazon RDS PostgreSQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1airflowdev4801db|f1airflowdev4801DB|eu-west-1a|postgres|db.r6g.2xlarge|f1airflowdev4801db.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-01-05 11:40:35|866919043554|Technology Architecture and Digital|1-42165.1.01|045879|Amazon RDS PostgreSQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1consmpdatadev-instance-1|f1consmpdatadev|eu-west-1a|aurora-mysql|db.r6g.xlarge|f1consmpdatadev-instance-1.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-11-19 14:31:49|866919043554|TAD|1-41460.2|045879|Amazon RDS Aurora MySQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|EXC_NVS-RDS-EXC036_NA_RITM6933348_20250618|null|NOT_REQUESTED
f1consmpdatadev-instance-1-eu-west-1b|f1consmpdatadev|eu-west-1b|aurora-mysql|db.r6g.xlarge|f1consmpdatadev-instance-1-eu-west-1b.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-11-19 14:39:26|866919043554|TAD|1-41460.2|045879|Amazon RDS Aurora MySQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1csenserstudiodev01|f1csenserstudiodev01|eu-west-1b|postgres|db.r6g.large|f1csenserstudiodev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2020-04-28 21:02:56|866919043554|TAD|1-41460.2|050263|Amazon RDS PostgreSQL|DEV|REIDSH1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1csrdev|F1CSRDEV|eu-west-1c|oracle-ee|db.m5.2xlarge|f1csrdev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-07-03 17:52:17|866919043554|Technology Architecture and Digital|1-42165.1.01|053140|Amazon RDS Oracle|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1idqdev|F1IDQDEV|eu-west-1a|oracle-se2|db.m5.2xlarge|f1idqdev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-05-17 14:32:02|866919043554|TAD|1-42165.1.01|050546|Amazon RDS Oracle|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1mpeudv|f1mpeudv|eu-west-1a|postgres|db.t3.medium|f1mpeudv.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-03-16 09:54:32|866919043554|TAD|1-42165.1.01|045879|Amazon RDS PostgreSQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1nervefpodev01-instance-1|f1nervefpodev01|eu-west-1a|aurora-mysql|db.r6g.2xlarge|f1nervefpodev01-instance-1.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-07-07 19:23:57|866919043554|TAD|1-42165.1.01|050236|Amazon RDS Aurora MySQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
